RHAG,DDIT4,MPO,CCL3,MAFF,TYMS,ENPP2,TOP2A,KIF11,PRG2,CEP55,NUSAP1,PTTG1,CD24,CCNB2,HMMR,MLF1IP,FABP5,CD69,EMP1,RACGAP1,TTK,NME1,TFRC,EBI3,CCRL2,KIF14,TFDP2,MT1G,H1F0,TPX2,BTG3,RAB13,CASC5,MT1E,E2F8,STAT4,CKS1B,CCNE2,TNFAIP3,MCM6,NDUFS5,RPL10,BUB1B,NNMT,KIF4A,COX7B,PCNT,WBP5,TARS,CCL20,JUN,FEN1,AURKA,SNRPG,UBE2C,CLEC7A,MANSC1,CD302,NUAK2,RCBTB2,FGL2,RGS2,CPVL,CCR2,TGFBI
2.412908516,7.157421726,2.755962218,2.482498241,4.17773214,8.533619509,1.868406343,5.81306891,3.021016118,2.571140124,3.123192338,6.536324453,6.875059288,7.76078821,5.758053751,4.204668501,5.43257861,7.699695309,5.059393689,2.360267177,5.908599368,3.611038673,7.134471825,7.406332255,2.353791103,3.323447076,3.96098905,4.052773643,5.331429347,3.566329856,3.45573803,4.676451743,4.834438746,3.864748553,5.636512278,3.041342538,4.976101864,4.921334341,3.730135343,8.348440869,7.907730606,8.565350768,8.565350768,2.773042465,2.501922613,2.418105951,10.34357457,4.137187251,2.498708791,7.158416466,1.591908703,2.245058013,5.351284082,4.121633374,9.980631439,5.576403899,9.319610611,8.91836119,8.143842942,9.100676484,7.687432712,11.49914388,11.67788215,5.804781719,7.360105309,7.375313729
2.307235973,5.542554686,4.379793535,5.823198944,5.817020218,6.470182126,3.641970328,2.3804801,2.824595336,2.562599762,2.405059003,5.237662656,5.042659278,8.951771778,4.268567962,3.041549793,3.961965428,4.917951673,4.202820195,3.254053029,5.234499319,2.741405012,6.173006453,8.315618851,2.174157167,4.862789636,2.776189994,2.82794319,4.430432006,4.78329922,2.583232397,4.666423827,5.919032037,3.833724585,4.41707279,2.675070946,5.192781813,3.808194784,2.997224203,8.857510832,6.959272192,7.261597774,7.261597774,2.648137263,3.442304328,2.692989279,9.617011084,4.022465699,1.995706424,6.800867404,1.628687519,3.219874434,4.195552199,3.046611496,9.42758374,3.664735509,10.74902687,9.538527578,10.79040657,8.929835187,9.49373703,12.69862134,12.05662863,10.31268024,10.67462271,10.10267181
2.585738905,8.058877801,6.878596461,3.514806003,5.29833994,7.325216704,2.517030035,4.931329479,3.563788841,3.251091111,2.542426318,5.923779627,7.061190544,10.02271799,5.210235166,4.601349887,4.784261996,5.14347345,3.536138524,2.869361983,6.340157244,3.598347088,7.464531579,7.420449184,2.539023826,3.569851266,3.703225751,4.031449808,3.786027624,3.99347704,2.996246445,3.994500361,6.798438956,4.121967917,4.081193869,3.559377305,3.756289066,3.967822102,4.20563956,8.903260924,7.345728916,7.755460502,7.755460502,2.704042722,3.208505651,2.324799663,9.542737965,4.087471401,1.554385116,6.632185394,1.677427841,3.027574453,5.019128536,3.567540702,9.546281396,5.159089945,10.05372814,10.31419262,9.316788147,9.200156314,8.751404733,10.48313798,11.55026591,8.407112842,9.519870777,7.379541843
3.407260789,7.931228612,2.221739323,9.472988424,5.83883652,6.500921956,8.477423458,5.61791243,2.434183157,2.504200777,3.461926924,5.686017923,7.690871169,11.15590954,4.391323576,3.357024357,3.831116832,5.653631325,6.916526158,2.594396492,5.229016269,2.639675007,5.775542643,11.04883657,5.856878771,4.858400998,3.000192174,5.40059659,4.459588556,3.7671265,2.732194285,3.989083635,4.509063528,3.601999314,4.06784126,3.411056534,4.925661441,4.174453993,3.595682894,9.74682058,7.200657224,7.231151954,7.231151954,2.775643613,3.192588449,2.627213007,9.445111345,4.124517496,2.448390379,6.83815748,3.458619186,3.976772975,4.768702492,3.581294185,9.302232713,5.794399975,6.406027061,6.856549782,3.614347118,6.929788186,5.452839904,5.440594879,6.698742294,3.837730865,4.119948432,4.545497256
6.486143883,9.258328364,5.596393737,2.450630575,6.107759701,6.022320308,2.600466617,6.189589504,3.267693678,2.408828848,5.755642104,5.977448462,7.65582254,10.16754268,4.662375993,4.385411678,4.262061723,5.450926884,4.790066668,3.660270703,6.275828692,3.238870418,6.440617927,9.90061625,2.870392336,2.980673535,3.179275995,4.949747226,4.554689585,4.551777612,2.661548726,4.029657308,5.227656375,4.264001268,4.002638601,2.938249377,3.879757319,4.658905334,4.118896155,8.857571314,7.225643614,7.572120317,7.572120317,2.6585176,2.913478907,2.814719145,10.10294047,4.650723614,2.285705329,7.094348339,2.034984908,3.345449253,4.646039816,3.60356601,9.773538565,4.485114137,9.326638842,10.40140758,9.189669435,7.850439978,6.517035504,10.31167387,11.11447232,6.676804522,9.504569421,7.158773751
3.297611653,7.410132741,8.249767779,2.112601821,3.853588807,7.775104837,3.041794409,6.651282737,4.301654708,2.758333912,5.296737933,6.605860319,7.647330065,10.45495155,5.61909206,5.644283448,4.053419385,5.955958273,4.710504893,2.940000757,6.109143129,4.090198307,6.720355064,8.365811686,2.560507046,2.666225333,4.767502047,4.065512672,4.157878808,4.193956751,3.94280507,4.11785589,5.237561922,4.214419809,3.850690895,3.581086325,3.70425222,4.292809157,4.643140074,6.741131546,8.311879296,7.600636566,7.600636566,3.107790582,3.479270457,3.627794932,9.934718478,4.352984839,1.689629834,7.697755361,1.862818143,3.036191918,5.249918036,4.040201495,9.495110526,5.185435758,9.321947225,10.12800193,8.909596228,8.685054814,7.853634034,10.06399884,10.78446894,5.73842185,6.827072596,5.5120958
1.928389111,8.912870411,2.333981148,4.863121345,4.398524772,6.4190858,4.458678868,3.665098363,2.76811182,2.105825241,3.433416552,5.220576034,6.399841031,9.52936706,5.336764825,4.405263886,3.450060928,6.028593716,5.492188469,3.03179997,5.207697361,2.871858388,5.436942276,8.060375487,4.080198234,5.370577103,3.543579354,4.04476437,3.901324122,4.158557989,2.612010086,3.810483522,7.025900602,4.19846274,2.714004099,2.432262747,2.329733444,3.341258507,3.321539062,10.25789102,6.487952642,7.683181736,7.683181736,2.634957469,2.796207222,2.873100782,10.09593238,3.805559417,1.791496247,6.817300262,2.301259685,2.794388682,3.994142632,3.425005396,9.859929635,3.720177654,9.920967298,9.965998526,10.8901779,8.049401625,8.847051665,10.84130128,11.46832541,7.707959781,9.090772638,8.438280942
3.899796338,6.171009665,11.63408433,2.910993806,4.654509415,9.824138795,1.87541798,8.488120542,7.148225819,5.561846495,6.501715915,9.347462755,7.721829833,12.63886046,6.829118057,7.258017525,7.775231002,6.382189339,4.795225776,4.089673457,7.90970829,7.228178146,7.889032374,8.877782896,2.238687228,2.72872772,7.16677151,6.186478966,3.314314551,6.217484723,5.086385467,5.561933646,8.730318282,6.979381662,2.714026364,6.357518159,3.794720553,6.194624397,8.165151881,7.439117084,9.356043678,9.316864648,9.316864648,6.396622273,9.816745094,4.61961246,10.7898238,4.65904925,2.368963197,8.051311399,1.920789954,3.93201376,6.100746872,5.844658314,10.61540512,6.197649032,8.92048519,10.64468266,9.910763287,7.074659486,8.166821852,10.83850645,10.46101834,6.953504954,8.027609516,5.551506444
5.758403903,4.741179322,2.859858887,3.260463938,6.100721844,3.96847154,2.006118854,2.36041771,1.685058212,2.408815613,2.095858464,4.630882593,5.85490301,7.854591783,3.233107529,2.225301599,2.667630264,4.853578799,2.004120951,2.300608747,3.391367191,2.196280834,3.423220171,9.594204806,3.037449097,3.731420913,2.889849199,5.271928768,4.102583874,7.13395071,2.135874114,3.446286387,5.894381741,3.201377001,3.785914294,2.766125941,2.708553729,3.18346003,2.502450968,8.207436456,5.350374267,5.917119205,5.917119205,1.792778104,3.044297996,2.196264719,9.593389902,3.707416019,1.871399038,7.475159193,2.019977597,2.415547136,3.301832152,2.778771582,7.680430303,3.728726642,10.25995151,9.584192098,10.02632024,9.195860178,7.687671458,11.0777811,11.9850749,9.611716378,9.464786987,9.199621693
8.052856008,7.689458813,8.507083458,3.242746107,9.224520245,8.870245173,2.532906782,5.97348519,3.872224123,3.989872112,5.736994866,7.699842951,9.22362155,11.886038,5.123425291,6.193290089,5.242292925,5.984788756,4.120063188,2.567318893,5.970131169,4.193457803,4.780010026,8.781517043,2.675134013,4.528571656,4.075176487,5.244628246,5.596766516,5.696604173,3.206619623,4.289281831,6.542338282,5.79496717,4.630688344,4.417873435,3.463004907,5.796825315,5.422749357,6.733447801,8.405823384,7.628281864,7.628281864,3.331793984,4.972708583,3.393515621,9.823081489,4.200366521,3.742552237,6.215127715,2.112194359,2.535827121,5.31463416,4.326591791,8.906139529,4.492946128,9.311361675,9.952151431,9.26929435,7.396865531,6.726068431,10.37892067,10.30102538,6.317209348,6.535520244,3.551714263
2.035230323,7.091076152,2.280929917,2.98037467,4.351845019,2.794036471,2.605993242,2.501569918,1.913532678,2.013307571,1.840020481,2.772406774,4.277387706,8.214404798,2.246104625,2.036687084,2.481513973,4.358753394,4.537524347,2.412270349,3.700582834,2.29580311,4.903584069,7.819089244,2.551783236,2.979852806,2.149706137,3.274069084,3.649983923,2.997735081,1.662851802,4.054021747,5.225817656,2.573687682,3.338746518,2.348007734,4.520333232,2.929426545,3.303035443,8.591130549,6.285537872,7.090138174,7.090138174,1.689940008,2.781515374,2.314660797,9.240318473,3.5234522,1.656397018,5.821530455,1.821454185,3.223856304,3.647414974,2.917212186,8.862669542,3.444440149,10.43297027,10.54509602,10.58018163,9.461468477,8.634039249,11.02935372,12.41720189,6.894573915,9.541477737,8.581263448
3.328290633,6.716049972,9.55028555,3.055971883,5.037070841,5.517708965,2.168639353,4.51549992,4.130194748,2.322442491,2.754456469,6.041123059,6.789646489,11.26783899,4.089532716,3.757345816,3.74139731,5.449290323,4.042300141,3.067914747,6.280857376,5.096375066,6.407099172,9.261263528,2.653648032,2.462204773,4.216670734,3.955047764,3.535073895,4.596806189,2.140932307,3.358586356,7.447658111,4.465655642,3.176229915,2.789411957,3.864238499,4.411113832,4.518370787,7.679487573,7.456581989,7.750501271,7.750501271,2.913277707,3.853995413,2.692735003,9.703313812,4.397970165,2.200545681,6.321078651,1.919089309,2.877966095,3.72623927,3.57681728,9.919389517,4.500798058,8.215532263,10.66123163,9.627226085,7.900964609,7.1066568,9.619428214,10.58683913,6.83259368,8.428103437,4.468086991
