RHAG,DDIT4,MPO,CCL3,MAFF,TYMS,ENPP2,TOP2A,KIF11,PRG2,CEP55,NUSAP1,PTTG1,CD24,CCNB2,HMMR,MLF1IP,FABP5,CD69,EMP1,RACGAP1,TTK,NME1,TFRC,EBI3,CCRL2,KIF14,TFDP2,MT1G,H1F0,TPX2,BTG3,RAB13,CASC5,MT1E,E2F8,STAT4,CKS1B,CCNE2,TNFAIP3,MCM6,NDUFS5,RPL10,BUB1B,NNMT,KIF4A,COX7B,PCNT,WBP5,TARS,CCL20,JUN,FEN1,AURKA,SNRPG,UBE2C,CLEC7A,MANSC1,CD302,NUAK2,RCBTB2,FGL2,RGS2,CPVL,CCR2,TGFBI
2.10411645,6.464649706,3.158433442,2.145850232,4.266429577,4.865316843,3.205171453,3.03133623,2.339711128,1.959984451,3.283522128,5.016946403,5.207479665,8.511003784,3.991420579,3.56342206,3.163411072,5.956068816,3.402821993,5.565561436,5.348912665,2.715282125,5.693961313,8.272422693,2.650138779,3.967398007,3.131815033,3.907749648,3.599487686,4.236668416,2.115049034,3.929392874,6.356395595,3.820321835,3.258483382,2.715838227,3.505768106,3.515121617,2.886494354,6.734441895,6.165468578,7.49222902,7.49222902,1.551027112,3.383599439,2.684104407,9.444105416,3.726324493,2.078675224,6.996892626,2.125678478,2.996486285,3.917878343,3.178573046,8.994602556,4.218534762,10.60188058,10.08360231,10.12998385,8.621673337,8.820298788,11.17836029,12.25309951,9.437653331,10.87484072,10.11851481
2.44314383,8.710376674,2.619019536,3.667180878,3.843679924,6.737571571,2.648460997,4.22804855,2.854215223,2.714226526,3.299455654,5.771536805,6.451831575,8.729595291,4.54957441,4.535097132,4.61514636,5.272441755,5.577000909,2.605243868,4.355999324,4.022323706,5.036712911,7.538419046,2.690609643,5.899619656,3.209990076,4.252246842,4.170305842,2.839631088,2.343481671,4.17242306,4.1933378,5.059019003,4.807807071,2.830299721,4.381049922,3.666917193,3.868186485,8.542000464,7.000614765,6.221410347,6.221410347,2.458981275,2.994546586,2.718437923,9.174823153,3.557738957,2.368401756,6.493037322,1.924676742,2.447018474,4.045222663,3.268024908,8.822267161,4.178646646,10.67120877,9.648025601,9.274659214,8.672973447,7.147525428,11.6825276,12.51792594,6.405130697,7.603831255,3.798177074
2.365683759,8.046237424,4.906412999,3.228863826,5.382367281,6.593483689,2.590260085,4.430213608,3.668571356,2.201684769,3.246671185,6.331072853,7.107744999,9.432919269,4.864187875,4.225271541,4.158929538,4.539567848,4.576615915,3.526119226,6.095365731,3.557720539,6.795431024,8.45474046,2.882689951,2.805714381,3.885995603,3.25455075,4.30922541,4.604667809,2.194138644,4.318719418,5.589753738,4.126369337,3.9936352,2.853293589,3.843335651,3.674840742,3.651109464,7.658148286,7.175618935,6.882905767,6.882905767,2.631980782,2.652923521,2.832985963,9.909286349,4.557060025,1.730125292,6.812158161,1.883069212,3.246841331,4.342398094,3.121251239,9.85336934,4.423114431,9.178558367,9.691532158,9.613411151,8.002121686,8.140168492,10.84422563,11.29453663,8.108628806,9.327935032,7.029778735
2.037670712,9.557545897,4.796348014,2.07078258,2.763898773,6.439192314,1.955630938,3.186012634,2.049023279,1.904914109,2.358926147,5.214244345,5.59570106,10.03952429,4.219927883,3.163991225,4.114621153,4.961729793,5.677546956,3.004005527,5.045666864,2.795253419,5.635377832,6.991377123,2.340170413,2.640132367,2.964310494,3.252813564,3.727029093,4.256576614,2.252523056,3.837719673,6.398423619,3.635914513,3.18072392,2.635401043,3.61137952,3.128576043,3.577973088,8.030034413,6.417634998,8.053480997,8.053480997,2.780358628,3.8327659,2.275232961,9.142937409,4.432970001,1.740862012,6.281964182,1.763866349,2.801367745,3.719512538,3.362401421,9.176768262,4.21732961,10.00160654,10.51468481,10.8815428,8.123866358,7.393003162,11.2597613,11.93227106,8.476100418,10.19133462,9.405842212
2.907283007,5.436344916,2.795572324,2.569254265,4.724203331,3.411483604,2.194748734,2.73819425,1.758762661,1.994239753,2.86346467,4.881514914,5.735417709,8.306642756,3.22208771,3.203169473,3.244956224,5.26315195,4.517446615,2.77969443,4.415416413,2.251901371,4.600415055,7.747486565,2.999327167,2.791648981,2.395834395,3.990067647,4.165459824,2.944845123,2.152923973,4.384764474,4.149895215,3.706335569,3.517395722,3.204298452,3.208360671,3.110678152,2.613777881,6.148909529,5.935941831,7.590739505,7.590739505,1.918241985,3.358062897,2.93178663,10.2619222,4.186194345,1.488744695,6.476330371,1.842082071,2.8164853,4.084976515,3.041594675,9.126498001,4.128587712,9.791487111,10.4674767,9.963180834,9.147418845,8.852069077,10.74713422,13.30346629,8.041174128,8.747077789,7.194041626
2.964328559,4.13361156,2.202192874,2.240621569,3.515692113,2.852069715,2.223293012,3.395642926,1.77794788,2.090481953,1.629543915,3.323805556,5.176999466,7.619230683,2.678049799,2.185087644,2.989913403,4.558052827,3.662989482,2.330537458,3.934512245,2.545543752,4.531544479,7.744503716,2.754648913,2.709542803,2.562284069,3.858117781,4.289662889,4.84162039,1.771313888,4.006403005,3.486265076,3.10683506,4.12219973,2.659573127,5.010285398,2.967281768,2.262086906,6.795846377,6.818056075,6.873741689,6.873741689,1.488899773,3.661795708,2.405941711,8.491877092,4.697744704,2.082610711,5.295096561,1.960001599,2.720587907,3.768222467,2.602644762,7.710446604,3.789413349,9.763635685,9.278001345,9.718451946,8.827765039,7.766506313,10.77656003,11.67875746,7.348140191,7.82773663,8.192476033
4.948629569,8.105432113,3.365564108,2.298989993,5.164757763,6.004634786,3.336991462,4.625802311,3.252751248,2.415499282,5.400055509,5.864397064,7.91481831,11.43051194,5.295882759,4.364611082,4.039191343,5.139072647,4.309121514,2.531865818,5.098831749,2.747594222,4.99594938,9.978395748,3.358071041,2.888247359,3.852858672,4.034242123,3.888897327,4.984391078,3.085845245,3.99223301,5.127373717,3.953496224,2.920649722,2.666838556,3.267112391,4.085355182,3.192053503,7.499275855,7.18713728,7.626251041,7.626251041,2.865543078,3.467775855,2.67409825,9.884576891,4.91228751,2.198025365,7.463133497,2.14330262,1.984654169,3.457549675,3.469932562,9.423910957,3.951631439,9.059488508,9.930443157,10.30246892,7.677162598,6.661441446,9.875379193,10.69689276,7.342331385,8.240114148,7.909760337
2.649935694,5.092430535,2.403597211,2.649439573,2.314696302,4.229753559,2.339660364,3.860579163,1.43643017,2.141168719,2.603036487,3.959445241,5.168519777,8.874079363,2.997882065,2.483373841,3.334193734,3.801135385,3.390860969,2.96560194,2.909694068,2.424187653,3.309719829,7.803929698,3.050948082,4.154479149,2.837027398,4.431550445,4.234967913,4.596309929,2.003833513,4.217109809,3.626386818,3.080216286,3.879654747,2.289597757,2.141353876,3.033218023,2.188771999,8.391153365,5.976630667,5.601243215,5.601243215,1.880246854,3.287605392,2.739742711,8.276094661,3.929147501,2.109968292,4.225128934,2.122261572,2.220284314,3.461489769,2.732892726,7.218483656,3.951390406,10.36020437,10.24811468,9.915001726,9.126384226,7.95833169,10.7929229,11.7856907,7.425530973,7.958452466,8.819763918
3.45281502,8.662219515,3.050085411,2.867160365,3.69809945,9.766761959,2.582707489,7.185224949,4.913784639,1.93674326,5.623474944,7.634377172,8.507703075,7.428086787,6.148385723,7.254926705,7.003144855,8.00989517,4.740271859,3.96555734,6.635269009,3.985367041,7.61476662,8.240714595,2.480053928,2.90259296,5.231102081,4.637798455,4.609079083,3.329740848,3.895055766,5.548926948,4.849217566,5.445793422,5.332708498,3.511246027,5.691502709,5.516269903,5.255437076,8.288691137,8.870023263,8.713124139,8.713124139,4.00533202,3.424318585,3.589988152,10.42585101,4.780726402,1.745381944,7.716609138,1.886417025,3.016032458,6.295928895,4.070681021,10.53311544,5.43492657,9.563828665,9.3891694,9.062859737,7.840330273,7.806598561,11.63211295,12.09714281,8.680287657,10.14378671,6.554819206
1.695136441,7.641345688,8.311245714,4.399281034,6.034579153,7.865656537,2.602891474,5.496263412,4.222772164,3.322471582,4.630919252,7.03591145,6.133980507,10.14340967,5.748399336,5.524567849,5.147960505,4.135764735,5.549438746,2.244002462,5.986425601,4.353716458,4.821688122,7.945400987,2.575494273,3.516282691,5.029278438,3.739775048,4.396639648,3.582456816,3.178658657,4.325990425,6.175750988,4.413425955,3.229909889,4.189487834,5.152574813,3.586990857,4.610932897,8.956009438,7.335698108,6.648652145,6.648652145,2.769751502,3.068984789,3.129856526,9.150722911,3.419617883,1.868576396,6.670576504,1.741984625,3.76778094,4.908424701,4.28089274,8.727331015,4.736814331,9.813330751,10.20212308,9.448981328,9.59349568,9.18199709,12.06979461,11.00939277,5.433728578,7.844198561,3.678003196
2.62642799,5.715436655,3.018696595,2.629908156,6.023598484,4.031400673,2.997161484,4.217632719,3.16765392,2.034409294,5.040560066,5.95122067,6.203923414,9.064416777,4.866317091,4.969605172,4.742054382,5.209950574,4.009513134,4.440773517,6.1961484,3.763665845,5.567803302,8.924237485,2.493025773,4.041790007,5.199340847,4.226361037,3.240425403,4.318065481,2.784877756,3.332892837,6.24322035,4.340397924,2.723535335,2.496654117,3.867917055,4.321824803,3.685624402,8.440521318,6.044530204,8.624504985,8.624504985,2.336313546,3.088814165,2.937101356,10.82708998,3.825724744,2.10940542,7.220053166,1.815684851,2.881990879,3.141782113,3.716592613,9.809606429,3.666848678,10.49132854,10.01351458,10.23376181,8.862055913,9.038495869,10.72985725,11.98848278,8.038016488,9.337216661,8.368071739
5.143494474,7.638781222,2.501622352,2.485693646,6.893583875,3.069853769,2.187553733,3.029085998,1.830760798,2.172127842,2.346910476,3.970423481,6.100165258,8.978844629,3.414934048,2.672411346,3.185056425,5.20010198,3.421948856,2.199018231,3.843668802,2.156354436,4.56485965,9.562920804,2.90644926,3.079672287,2.583733354,4.625645515,4.169515009,5.690213353,2.553600512,2.909756067,6.562699158,3.108649597,3.257272492,2.636385948,2.902798949,2.792416266,3.117433921,8.420587262,5.328315076,7.641411617,7.641411617,1.568900816,3.138746791,2.675857572,9.810300816,4.075513841,2.022905723,5.202166546,1.912428172,2.720374346,3.519602885,2.889993628,8.78019413,4.340401561,9.764539919,10.65749065,9.678024067,9.239311301,7.187196585,10.45152772,12.61110183,7.260646567,8.079989899,7.415915425
3.436229279,5.166840047,2.688233619,2.377611377,4.01548426,5.269887273,2.380396537,2.486970535,2.851837009,1.941282317,2.4636225,4.508361825,5.652860262,7.989614394,3.823942349,3.249502816,4.302925065,5.537774092,6.276405344,4.393594359,5.160019972,3.110535859,5.998190308,8.630638446,2.41892039,2.86203016,3.269842752,4.219746792,4.089047703,4.211912282,2.63962405,4.219659182,5.895425069,3.824895412,4.343292651,3.424507242,4.292735888,4.313031775,4.133889012,7.573456787,6.849380989,7.709708544,7.709708544,2.043687672,2.854840568,2.676554951,9.731478921,4.377953084,2.13329006,5.616598767,1.747038875,3.140774478,4.577031047,3.259411498,9.515712442,4.127335114,10.79204873,10.70597957,10.27670928,9.152569932,8.622295571,12.12013352,12.61875674,8.776064296,9.638382179,9.336527169
2.285086334,6.909087987,7.497584312,3.509810595,4.988669484,9.287374735,2.19527695,7.354507471,5.528786242,2.278071427,5.744322201,7.795521583,8.423205777,9.843999028,6.772376952,6.172504889,5.407813705,6.042708432,3.324630285,2.857814647,6.966316782,4.492869344,6.99787989,7.873770545,2.481160749,3.134432396,5.180287351,3.713974082,4.091919963,5.152030928,6.105249206,4.534365162,6.12401651,5.841246732,4.383555517,4.969162636,3.31007977,4.750700598,5.184717998,8.278725977,8.75413384,7.471041765,7.471041765,3.916124738,3.037037531,4.06561449,9.135500052,4.129597419,2.043741408,7.168463403,1.900791501,4.472373177,6.195515322,5.191075476,9.285403213,5.780275886,9.590057021,10.82748622,9.562406902,9.402101102,9.395807721,10.52766248,11.84994871,7.667395667,8.529406117,7.660395281
7.939693256,7.95193075,2.577770572,2.845857755,6.774667434,4.488888647,2.015499572,4.246462408,1.760235627,3.031375944,1.318233214,3.424298154,7.1449669,9.991742259,3.507463224,2.543051736,3.524825946,5.030925111,4.849183182,5.477684332,3.910337376,2.360000279,5.07431087,10.02755756,2.583868008,4.100800936,2.684991017,6.899765453,4.07292794,3.861729898,2.325984332,3.441168549,5.989084244,3.057125471,2.607520999,2.81635774,3.180770196,4.224182607,2.779034987,8.05485329,5.619092432,9.306685677,9.306685677,1.748191032,3.673401307,2.577141967,10.7963834,4.074564419,3.422255653,5.491204409,1.96262515,1.878602496,3.872022028,3.345019145,9.527649742,4.28545091,9.098368092,9.952692327,10.10810349,7.826117235,7.656640692,10.74799169,12.39225855,8.091420659,9.531606789,6.40136107
7.072120307,2.783094073,2.182541275,2.269700486,1.869031328,3.049940649,2.355925209,3.452903118,1.752517506,2.51189732,1.554006214,2.734090137,7.581198859,4.388218166,3.016982243,1.868096245,3.333245305,2.97395334,1.421002762,2.439497321,1.66799843,1.984336249,2.710963508,6.475949041,3.869723288,4.141009421,3.126786098,4.774856757,4.731574304,3.429117927,1.968685911,3.000419147,4.770853462,2.911557419,3.850529108,3.262525889,2.681880713,4.145991933,3.109872233,4.055806042,3.869287859,3.392690467,3.392690467,1.277025808,4.311115601,2.588973732,8.777472349,3.466784819,2.393818511,4.774212046,2.768028451,2.679764409,2.564034773,2.733832719,5.256369783,4.655713218,8.893197087,7.262299535,7.139569565,6.021435285,5.761094048,9.284986152,9.727893852,7.001359235,4.65981626,8.274018334
3.301900178,9.443237779,2.737003847,2.765785087,3.161646096,3.888247631,1.785630889,3.034368504,1.842092083,2.046638194,2.648738328,4.861992099,5.563053573,9.084044104,3.438620968,2.937819063,3.068366597,4.217079857,7.047929815,2.22811738,5.238257135,2.257088447,3.717414871,7.939439051,2.625210081,3.490740294,3.072998594,3.672127711,3.731486003,3.144574873,2.25371241,3.927247578,6.012291067,3.63021313,2.865836754,2.461185627,4.359106814,3.852216648,3.234709593,7.265542632,6.551454394,6.299191122,6.299191122,2.254114329,3.312568784,2.501760688,9.564396783,4.449940246,2.776227871,5.717423451,2.121934087,3.4303399,4.133595763,3.212706998,9.097969768,3.841353183,8.959856715,9.873564203,9.270044244,7.695184872,7.382719921,10.80023157,11.93438077,7.74544667,9.377202033,8.31872912
2.912291221,5.331680514,2.939136594,2.694191768,2.596294252,2.437410241,2.867062484,3.487508709,1.734107764,2.006421889,1.996195333,4.448966349,4.380239767,7.548335138,2.605017952,2.364327785,3.18485411,4.083645415,2.896709948,2.795095641,3.12925099,2.033950195,3.455572152,5.454130471,3.784250295,2.883721253,2.610884114,4.046612319,4.964209794,2.962448197,1.824071306,3.088585476,4.85760696,2.752338779,4.177043521,3.210001539,2.773309458,3.14998982,3.196719829,7.872600451,4.909268754,5.945719485,5.945719485,2.058476795,3.574450343,2.570016917,8.835894647,3.799278107,1.954394714,3.410919049,2.194718499,2.330548298,3.065309476,3.061852993,7.804240286,3.832819789,9.153839959,9.728845219,9.320044347,8.965102729,7.939150709,10.08427477,11.59671198,6.662137693,8.11065338,4.765924122
6.862685838,8.84191179,3.016415296,11.14659059,9.835008046,5.981678403,8.353901218,5.398587477,4.577212065,3.332534395,3.366498871,6.895219029,7.634629308,11.37251139,4.949199033,4.352423715,6.059324251,6.810962071,7.667087617,3.967883874,5.497940206,5.264975825,7.286334581,11.83043288,4.401299953,5.569207346,4.547820986,7.263603514,4.856070417,4.98578522,2.363215872,4.824319195,6.397923856,3.798314321,4.164010211,3.310325682,7.435932449,4.856656891,4.502712828,11.034527,7.543573857,8.468635077,8.468635077,3.47592098,3.820806006,3.896218431,10.68832017,5.041841026,2.104882919,7.739002185,7.454012981,3.748981266,4.557960192,3.896013027,10.31383809,4.242549584,8.406569529,7.663666434,4.538938893,6.278825981,6.133581944,4.414368401,8.711343965,2.534827774,3.141873823,3.482781807
1.630251614,8.07126214,3.066126459,3.078575298,6.410731697,3.366851302,2.643436429,2.579363137,1.543280876,2.124337338,1.730929158,4.251602003,4.658090572,6.720919466,2.884539571,2.431249348,2.697070822,3.423196711,3.662224563,2.454855812,4.342869571,2.317626201,3.27092149,5.517136996,2.414239465,3.605887563,2.607225563,3.065046943,4.218411796,3.402705432,2.550042547,4.097543718,4.518802422,2.91591546,3.674891938,2.410735933,4.120189048,2.771259858,2.34586638,8.661513826,6.7890027,5.403261024,5.403261024,2.181035215,2.838554338,1.956592179,6.190718928,5.078401741,1.736307322,4.885274977,1.759936839,2.933837288,3.776181356,2.787016637,6.84688998,4.356086348,9.768955758,9.883753298,9.869585962,10.19537177,7.267478466,10.31901529,12.07271924,8.709291869,9.785443198,10.3842349
1.777168643,7.615725397,5.394516458,3.899487096,6.313918616,5.565947928,1.953751517,3.114179245,2.87826745,2.861074475,2.560467367,6.210314741,5.30337572,8.199753475,4.561638512,4.124962035,3.521837084,3.862864607,1.802145653,2.025932039,5.362747793,3.482198544,5.098587288,5.969854998,2.305071378,3.492881602,3.230457233,2.855851035,4.252639989,3.667795467,2.874980152,3.711396741,5.602861164,2.926740394,3.96431793,2.670022298,2.914049718,3.287392888,2.975560239,7.907805138,6.393808506,5.557263298,5.557263298,2.740377849,2.623972245,2.809862134,8.845188691,3.811812639,1.52033789,4.262472657,1.844792741,2.590046789,3.64406751,3.832274575,8.290750741,4.607739031,9.214393231,9.769721172,8.957110909,9.972924262,8.087604087,9.235648125,10.44484356,5.786286896,6.14321585,5.490856953
6.529936859,8.811490028,8.220510264,6.934891461,7.663119462,9.788979469,6.226988461,8.730498249,7.219046968,5.582750589,6.991491005,9.595559344,9.542658002,9.230712584,8.264621584,8.187079216,8.034870225,9.13470629,5.301323219,10.77267907,9.162931017,7.710820508,9.176726141,10.46120937,2.134810865,4.52127971,7.55376399,5.138720421,6.700329365,5.923786669,6.705053974,6.875404224,8.681373544,7.764537001,6.894588194,6.884726578,4.457960966,7.20695657,6.932588664,8.406328495,9.147231523,9.818840274,9.818840274,7.115271926,4.49488878,6.260108973,11.08288196,5.588575398,5.274107172,7.375344658,1.844394008,5.287844074,7.236134107,7.261579911,11.23667558,7.276264639,9.659448987,7.793763436,9.414232013,6.916600424,8.241629676,11.10095119,10.06424179,7.873406614,10.52301809,9.287781464
5.080648762,8.179102239,2.544518856,3.834250278,6.429083935,5.816874106,5.46083001,5.720417226,5.150201664,2.033986621,5.241560083,6.839151215,8.305140759,10.54995162,5.494211726,5.528968226,4.257416741,4.003318196,5.410380802,2.504095068,6.365557398,3.627781155,4.569664946,9.329627651,3.075974518,3.81904905,4.734436862,5.59967882,4.925668935,4.661825398,3.150645528,4.261747824,5.352918744,6.03425917,3.604651864,3.311453991,3.771194429,3.893590823,4.432716894,8.682544399,6.976474923,4.931198813,4.931198813,2.997827322,2.893655205,3.024439835,7.841850831,5.314551458,2.51217615,6.040765134,1.972054648,3.506126791,4.249791425,4.06225181,7.374227076,4.88362459,9.702953969,9.132142021,8.298768801,8.181918527,7.016696944,10.13451596,10.01118529,6.313167267,8.844177597,6.973063881
2.730308458,7.922099855,2.497342897,3.855915006,6.683975656,5.498995168,3.480930832,3.063193184,2.517766169,1.82934092,2.590852881,5.075062678,5.11788283,7.939894263,3.66926143,3.664018769,3.785753541,5.290554729,5.426368421,3.425569724,5.341357026,3.122997578,5.288357018,7.916547951,2.218825082,3.644220391,3.314402076,4.030915869,6.184510256,4.151778745,2.131622958,4.411992647,3.768013569,4.464236923,6.473738215,2.514742519,5.023377752,2.907102205,2.762686862,9.233751027,6.586247255,4.753116312,4.753116312,2.270317366,2.813062268,2.691375351,7.639253004,5.212227916,1.672616119,4.849741139,1.801243457,3.078714063,4.163308792,3.00501914,8.020233661,4.176208475,10.59624539,9.137657122,9.357224319,9.769563196,8.396218556,11.64199093,12.40340413,6.921530842,9.75207666,8.600354949
1.918755495,6.727883026,2.811419603,1.985293243,3.528185,3.118509463,3.216387851,3.649924125,2.196010934,1.949030709,2.62341458,4.881991075,4.078620314,8.524607577,3.28475591,3.012294877,3.955193246,4.787714808,4.477186835,2.583766764,4.991322745,2.116068551,4.355938299,8.660645914,2.146039754,3.678042666,3.099530602,3.152357331,3.774469147,4.647554872,2.194867652,3.692470171,6.092528311,3.246101548,3.158637233,2.376481351,2.415786632,2.729847884,5.204720039,9.523202111,5.481747723,7.805671202,7.805671202,2.176581653,2.583644779,2.23044598,9.986030706,4.576593787,1.650750701,5.697589603,1.598256376,3.318584467,3.501614529,3.435117321,9.377594756,3.129635776,10.60586277,10.35375559,10.5255927,8.663375868,9.175196474,11.53206937,12.01810369,8.908471926,9.675357686,8.877475532
1.868971106,6.548797313,2.075947629,2.464212987,5.775007882,3.830407323,2.860896112,3.195047046,2.206386254,1.774586093,1.694710666,5.219201397,4.36434964,8.411190676,2.94146684,3.160536365,3.369222923,4.245492679,6.302135653,3.023679768,6.150009197,2.27801263,4.547207183,8.435364509,2.113705161,2.426160949,2.709786589,3.973589752,3.896943841,2.417867337,1.814397586,5.011219231,4.473033313,3.483936522,2.802904742,2.497621484,5.599501995,3.896621287,4.161182864,8.791113005,7.130026967,6.842330587,6.842330587,1.900411108,2.777899596,2.250160972,9.472751111,4.531612745,1.773979166,6.528477627,1.616859326,3.406867389,3.620140767,3.077095228,9.524441933,3.358936079,10.17862703,10.16052037,9.677693341,9.117924291,8.95782496,11.93498098,12.94618762,8.695717036,9.710106052,9.820229527
1.738458062,7.481988324,3.124631679,2.191028192,6.525520957,3.695671538,3.875029002,3.884577378,2.649846882,1.716281227,3.163705311,5.438075433,4.739906436,8.370059054,3.844711227,4.584186061,3.895823253,3.882151186,4.453135813,3.943682766,5.420776239,2.777545137,3.621187023,9.746138867,1.820640967,3.687711427,3.179367645,5.916137748,4.316650699,5.18266521,2.235234349,4.352670512,5.643461885,3.744050201,3.413171127,2.475407237,3.273985987,2.857978316,3.720085161,8.684909451,6.382134389,6.131227554,6.131227554,2.121147674,2.815038902,2.74183081,8.864734371,3.925684502,2.137329198,5.7845133,1.961730845,3.353239064,3.282466991,3.450924603,8.796497209,3.55040665,10.50035842,11.00242862,10.27132392,8.890751363,8.694661135,11.98492503,13.13198354,8.861585246,10.06727289,9.298660835
3.184121188,8.413919803,3.07269833,2.422708343,4.802417639,4.157178548,3.181092852,5.291104684,2.670226669,1.853315741,3.722646146,6.258369342,5.611817628,9.730993377,4.38444726,4.418240095,3.614013015,5.492507006,5.570956883,4.259531842,6.414359253,3.652904764,5.903250555,7.881114629,2.246707708,2.360778034,4.002253615,3.759850367,3.980660566,3.815405664,2.499744477,4.805593982,5.668317367,3.354826691,3.128036662,2.672886166,4.406163415,4.334579967,4.391727709,7.239644566,6.836995933,8.608786092,8.608786092,2.293732809,2.28473618,2.947231986,10.45667435,6.735934358,2.125785226,7.107095513,1.499311071,4.017127355,4.114192252,3.617223672,9.747095774,4.279330296,6.931644009,9.889539287,8.738145222,8.75222318,7.53495789,9.974671538,11.68300847,7.538580178,9.276025318,5.609668825
1.98175533,7.831920009,2.71379354,1.953024411,2.872367293,2.130044952,2.243687435,2.554877306,1.381151762,1.828929164,2.427535684,4.714480326,4.219461933,8.939376293,2.848504884,2.677391547,3.634883504,4.359793713,3.391444102,3.064770695,4.627531005,2.744362953,3.623564142,7.429959996,2.497055076,3.453932716,3.481614664,3.821862067,4.028266791,4.208766074,2.268578554,3.405140122,5.976052957,2.851763238,3.017801567,2.17273931,3.393011181,2.978060465,3.614723305,9.608704666,3.581574415,8.340601186,8.340601186,2.014858713,2.936874038,2.453143548,10.37817334,3.346877803,1.323379,5.83627368,2.020300196,3.026909429,2.680455784,3.23251719,9.728134731,3.572277163,10.37184013,10.39469429,10.48943664,8.274203672,9.88474914,12.0809902,13.12161797,9.132848318,10.44179022,9.600910037
1.929694159,7.625070294,3.73496259,8.356191202,8.344833968,5.28946357,3.453974171,6.086745495,3.415167297,3.141202724,4.839524678,6.233752776,6.510467922,9.607962267,4.774331546,6.007822361,4.222372273,4.899217289,4.65968631,1.962961643,5.982957407,4.536425736,4.221897492,9.407824997,5.603894511,9.360166046,4.980885941,6.175151812,5.52889773,5.291843271,2.798881261,3.521787274,7.350955673,3.568555303,4.019118426,2.886530607,6.722905507,4.116392433,3.573823003,10.78264535,6.766457194,7.711043116,7.711043116,2.59882288,2.493245957,3.148734849,10.0252452,4.165099952,2.296127086,6.924419593,2.417237375,3.545277825,4.483344761,4.345661586,9.599726519,4.589725889,8.816537307,8.075925819,6.766080395,8.557402725,7.288140656,11.07316879,7.408960613,2.724218678,4.663258185,3.125395425
1.870783341,6.090164365,4.250756204,2.363734397,5.657877012,4.309303888,3.809633776,3.93699361,2.381362222,2.115509673,4.321383183,5.285072651,6.349826977,8.343542399,4.70167073,2.964347472,3.801600724,5.840490946,1.495925497,3.413954359,4.662216937,2.961387938,4.604224444,7.390296206,2.243295874,3.493986064,3.544078196,4.502169107,6.335260384,5.713901328,2.887446116,3.291164521,6.474284277,3.222997536,4.742979205,2.710369909,3.766290785,3.639899671,2.976754899,8.556019237,6.499897109,7.374282568,7.374282568,2.570596607,2.817710059,2.885799016,9.349458025,3.80020831,1.792284197,5.713194948,2.068545085,2.190611972,4.252228028,3.187716494,8.340398766,4.331855401,9.689152377,10.00076545,9.070861397,9.798869724,7.058302183,10.54076456,11.72547336,7.341220589,8.488779446,7.659327845
6.178061502,8.140945149,7.427642182,3.06198068,6.765240559,7.724786194,2.248315606,5.261558683,4.511457968,3.774151524,4.633894654,6.583467991,7.544053695,10.69295289,5.191180588,5.594486307,5.632411966,5.720480115,5.213959655,2.827253024,5.88241642,3.727508977,6.693545073,8.753993543,2.217519652,3.066029404,4.691568049,4.628387214,4.479877353,4.413153746,3.290502957,5.106807225,6.231172972,4.344467934,3.729940693,3.674047151,4.781455975,5.21573136,4.072406095,7.708499981,7.428986646,7.373936716,7.373936716,3.436535672,3.784840892,3.297623502,9.651648206,4.70329274,2.100547057,6.079421541,1.699923545,3.744667487,5.310381353,4.196826494,9.200502239,4.690279432,9.480314434,10.31355177,9.58658678,9.19622914,8.328911902,11.1118979,12.33086775,6.96822534,8.392561904,5.011404606
2.595958826,7.519971947,3.123763095,2.419382192,6.634517728,7.122545597,3.185230926,5.996162064,4.515714123,2.695161723,4.082008773,6.406404848,5.772828075,8.817073354,5.129070608,5.441144803,5.251632654,6.337040338,5.439923601,2.622317304,6.555992049,3.700645363,6.07435085,8.129090043,2.170255443,3.499909299,4.564361938,4.169571469,5.681114591,3.78051928,3.055884445,4.964053029,5.314721972,4.040150557,4.887118995,4.053763178,4.886188712,4.831267562,4.049601063,8.515777166,7.5699278,8.141062246,8.141062246,2.992168276,2.775756901,2.943653656,9.772452979,4.609412263,2.063573233,6.317445606,2.209407131,4.113536186,5.232617521,4.231912715,9.414453606,5.215476031,10.08375809,10.45823528,8.788076152,9.241651025,8.573414378,11.23942309,13.04298463,6.333505598,8.780219465,6.990004083
3.806278854,8.054010198,8.800219256,2.630877544,5.144410814,7.09081062,2.261379561,5.877332703,5.177681363,2.714059307,5.181351709,7.089461517,6.618355531,11.4173165,4.818306915,5.738072094,4.528261592,5.564461424,4.326007004,2.362930652,6.271618206,5.588663977,6.661589034,8.685474065,2.025741981,2.723331587,4.766927529,5.14067197,3.73284343,4.835658863,3.091531662,3.535808138,7.730941395,4.226820863,2.873827359,3.370046488,3.800024154,5.013834422,4.963826956,8.766537054,7.930808274,8.831010693,8.831010693,4.122946424,4.752875591,3.544921375,10.28420844,4.955055419,2.660734428,6.617473565,1.675159551,2.523427184,4.607519303,4.02493842,10.00314229,4.515639873,8.002121098,10.39932587,9.466868969,8.083411365,6.467932941,8.744632424,11.04710459,6.701003521,9.202792525,4.760183921
