SLC39A8,RHAG,DDIT4,MPO,RRM2,CCL3,MAFF,TYMS,ENPP2,KIAA0101,TOP2A,KIF11,PRG2,CKS2,SLCO4A1,ZWINT,CCNB1,CEP55,NUSAP1,RGS1,PTTG1,PRC1,CD24,CCNB2,HMMR,RGL1,MLF1IP,FABP5,MAD2L1,CD69,EMP1,RACGAP1,TTK,NME1,TFRC,CTSL1,EBI3,SHCBP1,CCRL2,KIF14,MELK,TFDP2,MT1G,H1F0,MCM4,AREG,NEK2,MT1H,TPX2,BTG3,RAB13,CDC20,CASC5,MT1E,SCD,GINS2,E2F8,STAT4,CKS1B,CCNE2,RAD51AP1,TNFAIP3,MCM6,NDUFS5,RPL10,BUB1B,MT1X,CDKN3,NNMT,COX6C,LSM5,PSMG1,CENPA,KIF4A,MCM2,MT1F,RPA3,COX7B,MYL6B,PCNT,ATAD2,SDC4,WBP5,TARS,CCL20,RAD51,JUN,FEN1,AURKA,SNRPG,KIF2C,POLE2,UBE2C,AURKB,CENPF,TGFBI,CCR2,CPVL,RGS2,FGL2,HSPA6,EMR3,RCBTB2,NUAK2,CD302,MANSC1,CLEC7A,FRAT1
8.387466826,1.695136441,7.641345688,8.311245714,7.238072764,4.399281034,6.034579153,7.865656537,2.602891474,6.763255116,5.496263412,4.222772164,3.322471582,6.487228706,4.788689988,5.869241296,5.435175237,4.630919252,7.03591145,2.333189421,6.133980507,4.111392588,10.14340967,5.748399336,5.524567849,2.474300602,5.147960505,4.135764735,5.76174519,5.549438746,2.244002462,5.986425601,4.353716458,4.821688122,7.945400987,6.296128789,2.575494273,4.664366437,3.516282691,5.029278438,3.969037003,3.739775048,4.396639648,3.582456816,5.44774226,2.067858154,3.399166981,3.959538232,3.178658657,4.325990425,6.175750988,4.441894796,4.413425955,3.229909889,4.4798008,4.225022926,4.189487834,5.152574813,3.586990857,4.610932897,3.684761116,8.956009438,7.335698108,6.648652145,6.648652145,2.769751502,6.595623355,3.374400935,3.068984789,8.712358545,7.460251862,4.59614261,4.022505,3.129856526,4.142648004,4.230317343,4.880039479,9.150722911,5.333782104,3.419617883,4.861208098,2.951832332,1.868576396,6.670576504,1.741984625,3.563361402,3.76778094,4.908424701,4.28089274,8.727331015,3.149347925,1.881222616,4.736814331,3.794621947,3.608406902,3.678003196,7.844198561,5.433728578,11.00939277,12.06979461,10.72415253,3.548506473,9.18199709,9.59349568,9.448981328,10.20212308,9.813330751,9.414371863
7.797227776,2.62642799,5.715436655,3.018696595,4.777335015,2.629908156,6.023598484,4.031400673,2.997161484,3.997951714,4.217632719,3.16765392,2.034409294,6.567416232,3.361800393,4.010198492,4.621264538,5.040560066,5.95122067,1.742915504,6.203923414,4.36362262,9.064416777,4.866317091,4.969605172,4.673864549,4.742054382,5.209950574,3.722736971,4.009513134,4.440773517,6.1961484,3.763665845,5.567803302,8.924237485,7.12599353,2.493025773,3.39581001,4.041790007,5.199340847,3.113620723,4.226361037,3.240425403,4.318065481,3.597148207,1.841746586,3.519668006,3.108849108,2.784877756,3.332892837,6.24322035,2.446853845,4.340397924,2.723535335,2.963050882,2.51714715,2.496654117,3.867917055,4.321824803,3.685624402,2.780584193,8.440521318,6.044530204,8.624504985,8.624504985,2.336313546,5.869704366,3.758013535,3.088814165,9.773715836,8.20316974,4.571529844,2.183029432,2.937101356,2.359704108,4.526816007,5.822522625,10.82708998,5.179011126,3.825724744,3.910152441,2.824749934,2.10940542,7.220053166,1.815684851,2.457816295,2.881990879,3.141782113,3.716592613,9.809606429,2.732656182,1.714821747,3.666848678,3.024097512,2.737316851,8.368071739,9.337216661,8.038016488,11.98848278,10.72985725,10.41031929,3.514014345,9.038495869,8.862055913,10.23376181,10.01351458,10.49132854,9.01500012
5.720607788,5.143494474,7.638781222,2.501622352,2.744351451,2.485693646,6.893583875,3.069853769,2.187553733,2.686961615,3.029085998,1.830760798,2.172127842,3.874852124,2.74814134,3.200794127,3.02391867,2.346910476,3.970423481,1.350716832,6.100165258,2.191871101,8.978844629,3.414934048,2.672411346,3.783703524,3.185056425,5.20010198,3.400029581,3.421948856,2.199018231,3.843668802,2.156354436,4.56485965,9.562920804,6.410793858,2.90644926,2.396557761,3.079672287,2.583733354,2.498828365,4.625645515,4.169515009,5.690213353,4.192629919,1.996167142,2.61727717,3.780837582,2.553600512,2.909756067,6.562699158,2.510297274,3.108649597,3.257272492,2.818444863,2.896778754,2.636385948,2.902798949,2.792416266,3.117433921,3.451911127,8.420587262,5.328315076,7.641411617,7.641411617,1.568900816,6.378640302,2.883114989,3.138746791,8.597078936,7.876792207,4.32075242,2.194014733,2.675857572,2.184890984,3.880380359,4.605003861,9.810300816,4.193163197,4.075513841,2.822175855,3.211385184,2.022905723,5.202166546,1.912428172,2.797411451,2.720374346,3.519602885,2.889993628,8.78019413,2.686704115,2.036492916,4.340401561,2.872597238,2.560884174,7.415915425,8.079989899,7.260646567,12.61110183,10.45152772,9.320194495,3.69095677,7.187196585,9.239311301,9.678024067,10.65749065,9.764539919,9.052597791
6.282589688,3.436229279,5.166840047,2.688233619,5.721100389,2.377611377,4.01548426,5.269887273,2.380396537,5.108973749,2.486970535,2.851837009,1.941282317,6.190160141,2.280744545,5.583613093,4.168244262,2.4636225,4.508361825,4.028125869,5.652860262,2.29024517,7.989614394,3.823942349,3.249502816,3.847104051,4.302925065,5.537774092,5.39526673,6.276405344,4.393594359,5.160019972,3.110535859,5.998190308,8.630638446,7.152775032,2.41892039,3.106088313,2.86203016,3.269842752,2.840676603,4.219746792,4.089047703,4.211912282,5.189841553,1.91567464,2.811377733,4.464106691,2.63962405,4.219659182,5.895425069,2.821126773,3.824895412,4.343292651,4.290854001,3.093477993,3.424507242,4.292735888,4.313031775,4.133889012,3.170971,7.573456787,6.849380989,7.709708544,7.709708544,2.043687672,7.353569971,3.230953605,2.854840568,9.147435129,8.78722264,5.46529619,2.265080213,2.676554951,2.3576336,4.920765858,6.350038126,9.731478921,3.79381434,4.377953084,3.431914633,3.306663756,2.13329006,5.616598767,1.747038875,3.499887453,3.140774478,4.577031047,3.259411498,9.515712442,2.126521919,1.811771868,4.127335114,2.96469493,2.105751565,9.336527169,9.638382179,8.776064296,12.61875674,12.12013352,9.685098418,4.206576118,8.622295571,9.152569932,10.27670928,10.70597957,10.79204873,9.541629923
7.2374142,2.285086334,6.909087987,7.497584312,9.071294643,3.509810595,4.988669484,9.287374735,2.19527695,7.694228298,7.354507471,5.528786242,2.278071427,6.756393452,3.621999288,7.742079721,7.47180932,5.744322201,7.795521583,2.373878062,8.423205777,4.724548024,9.843999028,6.772376952,6.172504889,3.010707748,5.407813705,6.042708432,6.864263807,3.324630285,2.857814647,6.966316782,4.492869344,6.99787989,7.873770545,6.936834784,2.481160749,7.544599081,3.134432396,5.180287351,5.094067112,3.713974082,4.091919963,5.152030928,6.989088473,1.671394492,5.300781045,4.35850936,6.105249206,4.534365162,6.12401651,6.112709758,5.841246732,4.383555517,4.479201946,5.076895522,4.969162636,3.31007977,4.750700598,5.184717998,4.143779733,8.278725977,8.75413384,7.471041765,7.471041765,3.916124738,6.928353075,5.000207121,3.037037531,8.280817591,8.182615434,6.031321068,4.8767813,4.06561449,5.6708784,4.601116823,6.241932007,9.135500052,4.532390245,4.129597419,5.372962663,2.924371091,2.043741408,7.168463403,1.900791501,4.345481996,4.472373177,6.195515322,5.191075476,9.285403213,4.386468983,3.44445588,5.780275886,4.080964681,3.615606661,7.660395281,8.529406117,7.667395667,11.84994871,10.52766248,8.130082476,4.080005763,9.395807721,9.402101102,9.562406902,10.82748622,9.590057021,9.298932891
6.496454891,7.939693256,7.95193075,2.577770572,4.153711934,2.845857755,6.774667434,4.488888647,2.015499572,4.019719125,4.246462408,1.760235627,3.031375944,6.180193221,2.987400723,3.120212711,3.167855858,1.318233214,3.424298154,1.775507966,7.1449669,2.297084125,9.991742259,3.507463224,2.543051736,2.857617849,3.524825946,5.030925111,3.963722746,4.849183182,5.477684332,3.910337376,2.360000279,5.07431087,10.02755756,6.672061329,2.583868008,2.876195792,4.100800936,2.684991017,2.558785009,6.899765453,4.07292794,3.861729898,4.010428453,2.161341603,2.653459791,3.393991261,2.325984332,3.441168549,5.989084244,2.377033452,3.057125471,2.607520999,3.079773355,2.60758647,2.81635774,3.180770196,4.224182607,2.779034987,2.478208274,8.05485329,5.619092432,9.306685677,9.306685677,1.748191032,6.006851574,2.71785412,3.673401307,9.525754849,8.585870519,4.341893535,2.467453638,2.577141967,2.773883559,4.187989628,5.64090178,10.7963834,3.951312889,4.074564419,2.846579936,3.036103731,3.422255653,5.491204409,1.96262515,2.853095851,1.878602496,3.872022028,3.345019145,9.527649742,1.707666937,2.217449206,4.28545091,2.860636647,2.319190064,6.40136107,9.531606789,8.091420659,12.39225855,10.74799169,8.037352936,2.049932519,7.656640692,7.826117235,10.10810349,9.952692327,9.098368092,8.455960891
3.612156669,7.072120307,2.783094073,2.182541275,3.53431031,2.269700486,1.869031328,3.049940649,2.355925209,2.452024704,3.452903118,1.752517506,2.51189732,2.756126384,3.121848931,3.411744169,2.92322042,1.554006214,2.734090137,1.853663476,7.581198859,1.575158609,4.388218166,3.016982243,1.868096245,2.440819568,3.333245305,2.97395334,2.905399404,1.421002762,2.439497321,1.66799843,1.984336249,2.710963508,6.475949041,6.346627959,3.869723288,2.173919413,4.141009421,3.126786098,2.167283539,4.774856757,4.731574304,3.429117927,4.428321563,1.903392778,2.224918085,4.097596004,1.968685911,3.000419147,4.770853462,2.691371313,2.911557419,3.850529108,2.435074743,3.916485691,3.262525889,2.681880713,4.145991933,3.109872233,2.717907632,4.055806042,3.869287859,3.392690467,3.392690467,1.277025808,5.989509628,2.771089806,4.311115601,5.345740017,4.471848332,4.088151686,2.400757259,2.588973732,2.312631703,4.400707738,3.424561177,8.777472349,3.814144354,3.466784819,3.227463662,3.13849808,2.393818511,4.774212046,2.768028451,3.595542739,2.679764409,2.564034773,2.733832719,5.256369783,2.037194741,1.816080232,4.655713218,3.176465162,2.546408551,8.274018334,4.65981626,7.001359235,9.727893852,9.284986152,6.782783725,2.533273129,5.761094048,6.021435285,7.139569565,7.262299535,8.893197087,5.654212059
5.977060473,3.301900178,9.443237779,2.737003847,4.159849859,2.765785087,3.161646096,3.888247631,1.785630889,4.054581173,3.034368504,1.842092083,2.046638194,5.392896363,2.489626911,3.023308608,4.260975084,2.648738328,4.861992099,2.48525699,5.563053573,2.074200659,9.084044104,3.438620968,2.937819063,2.968756164,3.068366597,4.217079857,4.578456749,7.047929815,2.22811738,5.238257135,2.257088447,3.717414871,7.939439051,6.160168014,2.625210081,2.6264346,3.490740294,3.072998594,3.068934632,3.672127711,3.731486003,3.144574873,4.472687679,2.397162148,2.567457343,3.526054603,2.25371241,3.927247578,6.012291067,2.243111915,3.63021313,2.865836754,3.554843112,2.156549524,2.461185627,4.359106814,3.852216648,3.234709593,2.480338858,7.265542632,6.551454394,6.299191122,6.299191122,2.254114329,5.55973088,2.722849748,3.312568784,8.640016067,8.839271704,4.807331312,2.321258579,2.501760688,2.541633077,3.757977855,5.784259556,9.564396783,4.32036218,4.449940246,3.725249789,3.305376518,2.776227871,5.717423451,2.121934087,2.70540933,3.4303399,4.133595763,3.212706998,9.097969768,2.141047007,1.964996365,3.841353183,2.82750036,2.092836278,8.31872912,9.377202033,7.74544667,11.93438077,10.80023157,8.469062767,2.33478402,7.382719921,7.695184872,9.270044244,9.873564203,8.959856715,7.692040897
3.842534243,2.912291221,5.331680514,2.939136594,2.750109123,2.694191768,2.596294252,2.437410241,2.867062484,3.040355937,3.487508709,1.734107764,2.006421889,2.919521514,2.313512088,2.70813668,2.903603719,1.996195333,4.448966349,2.069167006,4.380239767,1.657696598,7.548335138,2.605017952,2.364327785,2.983883718,3.18485411,4.083645415,2.859962892,2.896709948,2.795095641,3.12925099,2.033950195,3.455572152,5.454130471,5.377468789,3.784250295,2.75647264,2.883721253,2.610884114,2.598627775,4.046612319,4.964209794,2.962448197,4.65848153,1.890993169,2.496118595,4.709533184,1.824071306,3.088585476,4.85760696,2.139730569,2.752338779,4.177043521,2.527773862,3.523407732,3.210001539,2.773309458,3.14998982,3.196719829,2.167708021,7.872600451,4.909268754,5.945719485,5.945719485,2.058476795,6.601215603,2.535397508,3.574450343,6.214994934,6.03745671,2.192525032,1.835569755,2.570016917,2.580811179,4.166003574,3.451701683,8.835894647,2.85174275,3.799278107,2.274077118,3.117366894,1.954394714,3.410919049,2.194718499,3.314647484,2.330548298,3.065309476,3.061852993,7.804240286,2.051124529,2.042330419,3.832819789,2.853103686,2.383128736,4.765924122,8.11065338,6.662137693,11.59671198,10.08427477,8.943003898,4.87377775,7.939150709,8.965102729,9.320044347,9.728845219,9.153839959,8.379676374
9.660561826,6.862685838,8.84191179,3.016415296,7.873007315,11.14659059,9.835008046,5.981678403,8.353901218,5.988291352,5.398587477,4.577212065,3.332534395,7.067209415,4.131350702,5.141446407,4.924067127,3.366498871,6.895219029,7.631594244,7.634629308,4.399652943,11.37251139,4.949199033,4.352423715,3.682748659,6.059324251,6.810962071,5.247355561,7.667087617,3.967883874,5.497940206,5.264975825,7.286334581,11.83043288,6.810281608,4.401299953,4.499036207,5.569207346,4.547820986,3.392142186,7.263603514,4.856070417,4.98578522,5.704450772,2.791152378,3.804722479,4.418264238,2.363215872,4.824319195,6.397923856,2.669841728,3.798314321,4.164010211,4.422894715,4.085161177,3.310325682,7.435932449,4.856656891,4.502712828,3.673472182,11.034527,7.543573857,8.468635077,8.468635077,3.47592098,7.241924944,3.827967263,3.820806006,9.458824182,8.955861279,6.617939685,2.525091478,3.896218431,3.064318317,5.360339786,7.195615424,10.68832017,3.209542323,5.041841026,4.518952727,3.191299325,2.104882919,7.739002185,7.454012981,3.073658036,3.748981266,4.557960192,3.896013027,10.31383809,2.702278816,2.8846436,4.242549584,3.04298278,2.667300457,3.482781807,3.141873823,2.534827774,8.711343965,4.414368401,6.115034761,2.342396253,6.133581944,6.278825981,4.538938893,7.663666434,8.406569529,5.478829867
3.000233287,1.630251614,8.07126214,3.066126459,3.171039169,3.078575298,6.410731697,3.366851302,2.643436429,3.070692734,2.579363137,1.543280876,2.124337338,3.76937807,2.38492695,3.719050067,3.190883053,1.730929158,4.251602003,2.617499457,4.658090572,2.243071199,6.720919466,2.884539571,2.431249348,2.70932028,2.697070822,3.423196711,3.434842414,3.662224563,2.454855812,4.342869571,2.317626201,3.27092149,5.517136996,4.734764223,2.414239465,2.038648335,3.605887563,2.607225563,2.483140866,3.065046943,4.218411796,3.402705432,4.512120147,3.55721764,2.574869033,3.475919645,2.550042547,4.097543718,4.518802422,2.210764632,2.91591546,3.674891938,3.63313911,2.639229391,2.410735933,4.120189048,2.771259858,2.34586638,2.181498416,8.661513826,6.7890027,5.403261024,5.403261024,2.181035215,6.601468465,2.491404823,2.838554338,5.626216076,5.317237128,4.010851038,1.472203732,1.956592179,2.993799048,4.418967471,3.097284389,6.190718928,3.13369585,5.078401741,2.701885666,3.275275137,1.736307322,4.885274977,1.759936839,2.795642244,2.933837288,3.776181356,2.787016637,6.84688998,1.841559508,1.914692719,4.356086348,2.800397565,2.28645612,10.3842349,9.785443198,8.709291869,12.07271924,10.31901529,10.2956468,5.744001779,7.267478466,10.19537177,9.869585962,9.883753298,9.768955758,9.008049333
4.581477148,1.777168643,7.615725397,5.394516458,5.260137888,3.899487096,6.313918616,5.565947928,1.953751517,4.578352333,3.114179245,2.87826745,2.861074475,5.490861964,2.6087329,4.480177312,4.440273555,2.560467367,6.210314741,1.593861679,5.30337572,3.144216617,8.199753475,4.561638512,4.124962035,2.760992883,3.521837084,3.862864607,3.098335586,1.802145653,2.025932039,5.362747793,3.482198544,5.098587288,5.969854998,4.285524267,2.305071378,4.388662554,3.492881602,3.230457233,2.488196447,2.855851035,4.252639989,3.667795467,5.658711658,2.041595688,2.547551144,3.790008827,2.874980152,3.711396741,5.602861164,3.441913662,2.926740394,3.96431793,2.69102815,4.210956335,2.670022298,2.914049718,3.287392888,2.975560239,2.198088342,7.907805138,6.393808506,5.557263298,5.557263298,2.740377849,6.290697362,3.019445899,2.623972245,7.519229357,5.969467361,4.182801056,2.579900499,2.809862134,3.451982388,4.703157833,5.023467983,8.845188691,4.769285758,3.811812639,3.155400972,3.530398824,1.52033789,4.262472657,1.844792741,3.308073668,2.590046789,3.64406751,3.832274575,8.290750741,2.942187923,2.276260335,4.607739031,3.023892169,2.522691346,5.490856953,6.14321585,5.786286896,10.44484356,9.235648125,10.85659293,5.140915957,8.087604087,9.972924262,8.957110909,9.769721172,9.214393231,9.788395809
8.712231987,6.529936859,8.811490028,8.220510264,10.93358916,6.934891461,7.663119462,9.788979469,6.226988461,9.341108198,8.730498249,7.219046968,5.582750589,9.553197097,5.460647106,9.276041884,8.556364431,6.991491005,9.595559344,4.859004973,9.542658002,8.142594489,9.230712584,8.264621584,8.187079216,8.873800998,8.034870225,9.13470629,8.51843511,5.301323219,10.77267907,9.162931017,7.710820508,9.176726141,10.46120937,9.162029051,2.134810865,7.967164857,4.52127971,7.55376399,8.136093871,5.138720421,6.700329365,5.923786669,9.022703068,3.746303217,6.566642526,7.248992604,6.705053974,6.875404224,8.681373544,6.628710578,7.764537001,6.894588194,6.277301056,6.708315451,6.884726578,4.457960966,7.20695657,6.932588664,7.18436717,8.406328495,9.147231523,9.818840274,9.818840274,7.115271926,9.140986615,6.942960257,4.49488878,11.21978897,10.271846,7.890016964,6.780732953,6.260108973,6.985220648,7.256642332,7.983616338,11.08288196,6.456318249,5.588575398,6.896444198,5.825041003,5.274107172,7.375344658,1.844394008,6.494036745,5.287844074,7.236134107,7.261579911,11.23667558,6.5013971,5.365418447,7.276264639,5.655058109,6.404163488,9.287781464,10.52301809,7.873406614,10.06424179,11.10095119,8.281773093,2.331662655,8.241629676,6.916600424,9.414232013,7.793763436,9.659448987,8.075391793
7.745414132,5.080648762,8.179102239,2.544518856,6.560886602,3.834250278,6.429083935,5.816874106,5.46083001,6.149505382,5.720417226,5.150201664,2.033986621,5.951303268,3.947993155,6.09202867,6.903845412,5.241560083,6.839151215,2.015603201,8.305140759,4.997524613,10.54995162,5.494211726,5.528968226,5.032414785,4.257416741,4.003318196,5.914852399,5.410380802,2.504095068,6.365557398,3.627781155,4.569664946,9.329627651,6.830525715,3.075974518,4.039386411,3.81904905,4.734436862,3.411539041,5.59967882,4.925668935,4.661825398,6.283383751,2.614489929,3.887273033,4.476371215,3.150645528,4.261747824,5.352918744,3.915707819,6.03425917,3.604651864,4.384626757,3.573633714,3.311453991,3.771194429,3.893590823,4.432716894,3.674322185,8.682544399,6.976474923,4.931198813,4.931198813,2.997827322,7.342951093,3.698717523,2.893655205,7.46203617,7.295416549,4.757262487,2.630599193,3.024439835,3.347186297,4.787763231,3.990556631,7.841850831,3.66578278,5.314551458,4.37376746,3.612747997,2.51217615,6.040765134,1.972054648,3.817971402,3.506126791,4.249791425,4.06225181,7.374227076,2.834033902,2.742868286,4.88362459,3.361289969,3.669837527,6.973063881,8.844177597,6.313167267,10.01118529,10.13451596,8.520996715,1.708989011,7.016696944,8.181918527,8.298768801,9.132142021,9.702953969,8.520678623
5.026136733,2.730308458,7.922099855,2.497342897,6.274512182,3.855915006,6.683975656,5.498995168,3.480930832,5.138200994,3.063193184,2.517766169,1.82934092,4.649753362,2.517324238,4.289145755,4.216293958,2.590852881,5.075062678,2.414141274,5.11788283,2.749876161,7.939894263,3.66926143,3.664018769,3.215866785,3.785753541,5.290554729,5.374538158,5.426368421,3.425569724,5.341357026,3.122997578,5.288357018,7.916547951,5.524610826,2.218825082,3.274215692,3.644220391,3.314402076,2.984863703,4.030915869,6.184510256,4.151778745,4.556352305,2.142265999,2.519042077,6.286454636,2.131622958,4.411992647,3.768013569,2.440635789,4.464236923,6.473738215,4.362334374,3.239077027,2.514742519,5.023377752,2.907102205,2.762686862,3.286413306,9.233751027,6.586247255,4.753116312,4.753116312,2.270317366,8.764343451,2.392215069,2.813062268,8.051748263,7.234647512,4.943054669,2.301176694,2.691375351,3.296448534,6.107354235,4.438775951,7.639253004,3.754203531,5.212227916,3.80787014,2.894825596,1.672616119,4.849741139,1.801243457,2.838016928,3.078714063,4.163308792,3.00501914,8.020233661,2.469378591,2.310762464,4.176208475,3.46018886,2.505487137,8.600354949,9.75207666,6.921530842,12.40340413,11.64199093,11.17778458,3.988612662,8.396218556,9.769563196,9.357224319,9.137657122,10.59624539,9.645782163
6.836454759,1.918755495,6.727883026,2.811419603,4.407270474,1.985293243,3.528185,3.118509463,3.216387851,4.390514868,3.649924125,2.196010934,1.949030709,4.309777237,2.724510489,3.364394126,3.281604035,2.62341458,4.881991075,1.585808154,4.078620314,2.631777781,8.524607577,3.28475591,3.012294877,4.438894835,3.955193246,4.787714808,4.46508265,4.477186835,2.583766764,4.991322745,2.116068551,4.355938299,8.660645914,5.54844802,2.146039754,3.148934703,3.678042666,3.099530602,2.246921236,3.152357331,3.774469147,4.647554872,3.972998498,2.313769911,2.508798432,2.968722976,2.194867652,3.692470171,6.092528311,2.026734186,3.246101548,3.158637233,2.93523141,2.024635484,2.376481351,2.415786632,2.729847884,5.204720039,3.360256011,9.523202111,5.481747723,7.805671202,7.805671202,2.176581653,6.062443672,2.489266155,2.583644779,9.983839211,7.647411732,4.857002095,2.364436488,2.23044598,2.508810445,3.801103106,5.316100422,9.986030706,3.415849694,4.576593787,3.690525959,3.252254779,1.650750701,5.697589603,1.598256376,2.754808115,3.318584467,3.501614529,3.435117321,9.377594756,2.072783274,1.503303118,3.129635776,2.479538636,2.442830168,8.877475532,9.675357686,8.908471926,12.01810369,11.53206937,10.23887277,4.098176809,9.175196474,8.663375868,10.5255927,10.35375559,10.60586277,9.43385907
5.738768065,1.868971106,6.548797313,2.075947629,4.220156419,2.464212987,5.775007882,3.830407323,2.860896112,3.88645341,3.195047046,2.206386254,1.774586093,6.146077903,2.197008344,3.75411781,3.101631854,1.694710666,5.219201397,2.94391198,4.36434964,2.213249186,8.411190676,2.94146684,3.160536365,2.795379368,3.369222923,4.245492679,5.27836221,6.302135653,3.023679768,6.150009197,2.27801263,4.547207183,8.435364509,4.523254508,2.113705161,3.159367242,2.426160949,2.709786589,2.26146555,3.973589752,3.896943841,2.417867337,3.628768346,3.416920662,2.07826128,3.226008002,1.814397586,5.011219231,4.473033313,1.913126369,3.483936522,2.802904742,3.572215357,2.291769292,2.497621484,5.599501995,3.896621287,4.161182864,3.559226248,8.791113005,7.130026967,6.842330587,6.842330587,1.900411108,6.246803215,2.445826047,2.777899596,9.407333675,8.431575676,3.946536531,2.141163677,2.250160972,2.972236269,4.490582004,6.143875086,9.472751111,3.30120705,4.531612745,3.869836344,2.988440587,1.773979166,6.528477627,1.616859326,2.380394335,3.406867389,3.620140767,3.077095228,9.524441933,2.04911229,2.24580744,3.358936079,2.283947316,2.270356736,9.820229527,9.710106052,8.695717036,12.94618762,11.93498098,10.55408436,5.424796884,8.95782496,9.117924291,9.677693341,10.16052037,10.17862703,8.828415705
5.890865246,1.738458062,7.481988324,3.124631679,4.793952723,2.191028192,6.525520957,3.695671538,3.875029002,3.945391716,3.884577378,2.649846882,1.716281227,4.417203091,2.742305922,3.840413805,3.661588907,3.163705311,5.438075433,2.192953554,4.739906436,2.779114917,8.370059054,3.844711227,4.584186061,3.940725433,3.895823253,3.882151186,5.082872595,4.453135813,3.943682766,5.420776239,2.777545137,3.621187023,9.746138867,6.442625433,1.820640967,3.620623792,3.687711427,3.179367645,2.623166528,5.916137748,4.316650699,5.18266521,3.997467178,5.977392327,2.197503529,3.813655705,2.235234349,4.352670512,5.643461885,1.983510729,3.744050201,3.413171127,3.692591231,2.513218528,2.475407237,3.273985987,2.857978316,3.720085161,3.7203547,8.684909451,6.382134389,6.131227554,6.131227554,2.121147674,5.8639365,2.663580923,2.815038902,9.032428159,7.788071225,4.560549002,2.527961723,2.74183081,2.356509974,4.536420645,4.932840678,8.864734371,3.598293838,3.925684502,3.873686156,2.89742387,2.137329198,5.7845133,1.961730845,2.672648323,3.353239064,3.282466991,3.450924603,8.796497209,2.401721241,1.936823419,3.55040665,2.447686109,3.05073611,9.298660835,10.06727289,8.861585246,13.13198354,11.98492503,9.440830793,3.632438315,8.694661135,8.890751363,10.27132392,11.00242862,10.50035842,9.449608892
6.736543762,3.184121188,8.413919803,3.07269833,5.47960246,2.422708343,4.802417639,4.157178548,3.181092852,4.568869779,5.291104684,2.670226669,1.853315741,7.837280052,3.090577133,3.935763885,4.574906121,3.722646146,6.258369342,2.814480951,5.611817628,3.329262105,9.730993377,4.38444726,4.418240095,4.02507868,3.614013015,5.492507006,6.409733181,5.570956883,4.259531842,6.414359253,3.652904764,5.903250555,7.881114629,4.908489275,2.246707708,3.188470727,2.360778034,4.002253615,3.146887484,3.759850367,3.980660566,3.815405664,4.795018831,2.362404899,2.922481279,3.376118335,2.499744477,4.805593982,5.668317367,2.891740844,3.354826691,3.128036662,4.144130554,2.925508618,2.672886166,4.406163415,4.334579967,4.391727709,2.955196014,7.239644566,6.836995933,8.608786092,8.608786092,2.293732809,6.280408447,2.981319657,2.28473618,10.22799485,9.016880467,5.70434252,2.554941514,2.947231986,3.124354711,4.344225109,6.404919296,10.45667435,3.395980999,6.735934358,4.208852048,3.789681155,2.125785226,7.107095513,1.499311071,3.283955779,4.017127355,4.114192252,3.617223672,9.747095774,2.555532137,2.266789576,4.279330296,2.606323834,2.68866647,5.609668825,9.276025318,7.538580178,11.68300847,9.974671538,8.671984566,2.993036814,7.53495789,8.75222318,8.738145222,9.889539287,6.931644009,7.381423957
4.762534283,1.98175533,7.831920009,2.71379354,2.835178787,1.953024411,2.872367293,2.130044952,2.243687435,2.370786989,2.554877306,1.381151762,1.828929164,5.014626443,3.085904382,2.557410669,2.874908639,2.427535684,4.714480326,2.144722246,4.219461933,1.877301903,8.939376293,2.848504884,2.677391547,4.319204913,3.634883504,4.359793713,3.191844845,3.391444102,3.064770695,4.627531005,2.744362953,3.623564142,7.429959996,5.75289772,2.497055076,2.604938361,3.453932716,3.481614664,2.275317805,3.821862067,4.028266791,4.208766074,3.502910953,2.667977157,2.633421918,3.772367598,2.268578554,3.405140122,5.976052957,1.942713728,2.851763238,3.017801567,2.847680217,2.073299095,2.17273931,3.393011181,2.978060465,3.614723305,2.734217829,9.608704666,3.581574415,8.340601186,8.340601186,2.014858713,6.134399043,2.758709801,2.936874038,9.487833001,7.520230734,4.582574359,1.883874717,2.453143548,2.437001745,3.945326306,5.328850856,10.37817334,3.767238083,3.346877803,3.810830765,3.051049708,1.323379,5.83627368,2.020300196,2.892175157,3.026909429,2.680455784,3.23251719,9.728134731,2.017719047,1.483676712,3.572277163,2.53691539,2.313477769,9.600910037,10.44179022,9.132848318,13.12161797,12.0809902,10.251634,3.912466559,9.88474914,8.274203672,10.48943664,10.39469429,10.37184013,9.875760586
